sample_id,category,branch_used,is_dual,ground_truth,predicted,correct,used_fallback,vision_used,subset,config,error,subtype_used,initial_branch_used,vision_letter,vision_confidence,vision_triggered,vision_forced,vision_suppressed,viz_type,flags,expected_schema,predicted_value,numeric_quantity,numeric_note,rel_acc,evidence_json,qa_type,quality_score,propose_fired,propose_executed,propose_steps,propose_fallbacks,loop_used,loop_depth,refine_fired,refine_branches
58,noise analysis,llm_only,False,D,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
61,seasonality analysis,llm_only,False,C,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
60,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
56,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
57,noise analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
59,trend analysis,llm_only,False,A,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
63,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
55,seasonality analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
53,noise analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
66,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
64,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
62,seasonality analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
67,noise analysis,llm_only,False,C,C,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
65,seasonality analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
72,seasonality analysis,llm_only,False,A,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
70,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
74,seasonality analysis,llm_only,False,C,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
73,noise analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
69,seasonality analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
68,noise analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
76,noise analysis,llm_only,False,A,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
78,noise analysis,llm_only,False,A,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
75,seasonality analysis,llm_only,False,D,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
80,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
71,trend analysis,llm_only,False,C,C,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
81,noise analysis,llm_only,False,D,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
77,noise analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
82,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
79,trend analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
83,seasonality analysis,llm_only,False,B,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
84,seasonality analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
85,noise analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
86,noise analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
89,noise analysis,llm_only,False,A,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
91,noise analysis,llm_only,False,C,C,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
90,trend analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
88,trend analysis,llm_only,False,C,C,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
92,noise analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
98,seasonality analysis,llm_only,False,C,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
93,trend analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
87,seasonality analysis,llm_only,False,B,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
94,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
95,noise analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
99,seasonality analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
100,trend analysis,llm_only,False,A,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
96,noise analysis,llm_only,False,A,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
97,noise analysis,llm_only,False,B,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
103,seasonality analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
102,seasonality analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
101,trend analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
104,noise analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
108,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
107,noise analysis,llm_only,False,D,D,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
105,seasonality analysis,llm_only,False,B,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
109,seasonality analysis,llm_only,False,B,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
106,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
110,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
114,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
111,seasonality analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
113,seasonality analysis,llm_only,False,D,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
115,seasonality analysis,llm_only,False,B,B,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
117,seasonality analysis,llm_only,False,A,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
112,seasonality analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
118,noise analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
120,seasonality analysis,llm_only,False,A,B,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
121,noise analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
116,trend analysis,llm_only,False,C,C,True,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
119,seasonality analysis,llm_only,False,C,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
122,noise analysis,llm_only,False,A,D,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
124,trend analysis,llm_numeric,False,-0.36,-0.35565656565656567,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.35565656565656567,,,0.9879349046015713,{},numerical,,False,,,,,,False,
128,seasonality analysis,llm_numeric,False,179,299.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,299.0,,,0.3296089385474861,{},numerical,,False,,,,,,False,
126,trend analysis,llm_numeric,False,-0.55,-0.5755555555555556,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.5755555555555556,,,0.9535353535353536,{},numerical,,False,,,,,,False,
125,trend analysis,llm_numeric,False, 0.48,0.4765656565656566,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,0.4765656565656566,,,0.9928451178451179,{},numerical,,False,,,,,,False,
123,trend analysis,llm_numeric,False,-0.19,-0.06555665556655567,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.06555665556655567,,,0.3450350292976614,{},numerical,,False,,,,,,False,
127,trend analysis,llm_numeric,False, 0.48,0.4765656565656566,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,0.4765656565656566,,,0.9928451178451179,{},numerical,,False,,,,,,False,
129,seasonality analysis,llm_numeric,False,136,114.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,114.0,,,0.8382352941176471,{},numerical,,False,,,,,,False,
131,trend analysis,llm_numeric,False,-0.11,0.3433333333333333,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,0.3433333333333333,,,0.0,{},numerical,,False,,,,,,False,
130,trend analysis,llm_numeric,False, 0.63,0.6337556668661058,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,0.6337556668661058,,,0.9940386240220542,{},numerical,,False,,,,,,False,
132,trend analysis,llm_numeric,False, 0.21,0.3565656565656566,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,0.3565656565656566,,,0.30206830206830193,{},numerical,,False,,,,,,False,
136,seasonality analysis,llm_numeric,False,169,85.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,85.0,,,0.5029585798816568,{},numerical,,False,,,,,,False,
134,seasonality analysis,llm_numeric,False,41,42.0,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,42.0,,,0.975609756097561,{},numerical,,False,,,,,,False,
133,seasonality analysis,llm_numeric,False,336,420.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,420.0,,,0.75,{},numerical,,False,,,,,,False,
135,trend analysis,llm_numeric,False,-0.24,-0.755658539,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.755658539,,,0.0,{},numerical,,False,,,,,,False,
138,seasonality analysis,llm_numeric,False,33,42.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,42.0,,,0.7272727272727273,{},numerical,,False,,,,,,False,
137,seasonality analysis,llm_numeric,False,385,480.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,480.0,,,0.7532467532467533,{},numerical,,False,,,,,,False,
140,seasonality analysis,llm_numeric,False,179,250.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,250.0,,,0.6033519553072626,{},numerical,,False,,,,,,False,
142,trend analysis,llm_numeric,False,-0.36,-0.35556556556556557,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.35556556556556557,,,0.9876821265710155,{},numerical,,False,,,,,,False,
139,trend analysis,llm_numeric,False,-0.52,-0.5175566633300099,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.5175566633300099,,,0.9953012756346344,{},numerical,,False,,,,,,False,
151,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
147,seasonality analysis,llm_numeric,False,253,252.0,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,252.0,,,0.9960474308300395,{},numerical,,False,,,,,,False,
144,seasonality analysis,llm_numeric,False,288,361.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,361.0,,,0.7465277777777778,{},numerical,,False,,,,,,False,
145,seasonality analysis,llm_numeric,False,151,253.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,253.0,,,0.32450331125827814,{},numerical,,False,,,,,,False,
148,seasonality analysis,llm_numeric,False,208,261.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,261.0,,,0.7451923076923077,{},numerical,,False,,,,,,False,
149,trend analysis,llm_numeric,False,-0.15,-0.3355654540389972,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.3355654540389972,,,0.0,{},numerical,,False,,,,,,False,
141,trend analysis,llm_numeric,False,-0.19,-0.15566565656565656,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.15566565656565656,,,0.8192929292929293,{},numerical,,False,,,,,,False,
150,trend analysis,llm_numeric,False,-0.56,-0.5545656565656566,True,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,-0.5545656565656566,,,0.9902958152958152,{},numerical,,False,,,,,,False,
143,seasonality analysis,llm_numeric,False,393,256.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,256.0,,,0.6513994910941476,{},numerical,,False,,,,,,False,
146,seasonality analysis,llm_numeric,False,186,312.0,False,False,False,Base,llm_numeric,,,llm_numeric,,,,,,,[],numerical,312.0,,,0.32258064516129037,{},numerical,,False,,,,,,False,
154,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
153,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
157,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
158,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
152,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
160,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
162,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
164,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
161,trend analysis,llm_only,False,B,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
156,trend analysis,llm_only,False,C,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
155,trend analysis,llm_only,False,B,C,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
166,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
163,trend analysis,llm_only,False,A,,False,False,False,Base,llm_numeric,,,llm_only,,,,,,,[],mcq,,,,,{},a multiple choice question,,False,,,,,,False,
