sample_id,category,branch_used,is_dual,ground_truth,predicted,correct,used_fallback,vision_used,subset,config,error,subtype_used,initial_branch_used,vision_letter,vision_confidence,vision_triggered,vision_forced,vision_suppressed,viz_type,flags,expected_schema,predicted_value,numeric_quantity,numeric_note,rel_acc,evidence_json,qa_type,quality_score,propose_fired,propose_executed,propose_steps,propose_fallbacks,loop_used,loop_depth,refine_fired,refine_branches
10,noise analysis,noise,False,C,A,False,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.325405, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
12,seasonality analysis,periodicity,False,A,D,False,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1807.0, ""period_reconciled"": 1807.0, ""seasonal_strength"": 0.053905, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
2,seasonality analysis,periodicity,False,B,B,True,False,True,Base,baseline,,waveform_type,periodicity,B,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 172.0, ""period_reconciled"": 172.0, ""seasonal_strength"": 0.999899, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
11,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1556.0, ""period_reconciled"": 1556.0, ""seasonal_strength"": 0.0, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
1,trend analysis,noise,False,A,C,False,False,True,Base,baseline,,autocorr_value,noise,C,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.578684, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
17,seasonality analysis,periodicity,False,C,D,False,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 914.0, ""period_reconciled"": 914.0, ""seasonal_strength"": 0.0, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
30,seasonality analysis,periodicity,False,A,A,True,False,False,Base,baseline,,period_value,periodicity,,,False,,,,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 196.2, ""period_reconciled"": 196.2, ""seasonal_strength"": 0.998846}",a multiple choice question,,False,,,,,,False,
31,seasonality analysis,periodicity,False,B,A,False,False,False,Base,baseline,,period_value,periodicity,,,False,,,,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 152.4, ""period_reconciled"": 152.4, ""seasonal_strength"": 0.910769}",a multiple choice question,,False,,,,,,False,
32,seasonality analysis,periodicity,False,C,D,False,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 914.0, ""period_reconciled"": 914.0, ""seasonal_strength"": 0.0, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
18,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1138.0, ""period_reconciled"": 1138.0, ""seasonal_strength"": 0.035984, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
24,seasonality analysis,periodicity,False,C,D,False,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 393.2, ""period_reconciled"": 393.2, ""seasonal_strength"": 0.999837, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
27,seasonality analysis,periodicity,False,B,B,True,False,True,Base,baseline,,waveform_type,periodicity,B,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 353.0, ""period_reconciled"": 353.0, ""seasonal_strength"": 0.999903, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
21,seasonality analysis,periodicity,False,C,D,False,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1150.0, ""period_reconciled"": 1150.0, ""seasonal_strength"": 0.121961, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
23,seasonality analysis,periodicity,False,B,B,True,False,True,Base,baseline,,waveform_type,periodicity,B,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 385.8, ""period_reconciled"": 385.8, ""seasonal_strength"": 0.962999, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
29,noise analysis,noise,False,D,A,False,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.019419, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
19,trend analysis,noise,False,A,A,True,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.989613, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
25,noise analysis,noise,False,D,A,False,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.02195, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
22,trend analysis,noise,False,A,A,True,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.483517, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
20,noise analysis,noise,False,B,B,True,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.662951, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
26,seasonality analysis,periodicity,False,A,A,True,False,True,Base,baseline,,waveform_type,periodicity,A,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 394.2, ""period_reconciled"": 394.2, ""seasonal_strength"": 0.99995, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
35,trend analysis,noise,False,C,A,False,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
34,noise analysis,noise,False,B,B,True,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 1e-06, ""kpss_pval"": 0.039528, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
33,trend analysis,trend,False,A,A,True,False,True,Base,baseline,,direction,trend,A,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.300778, ""r2"": 0.2448, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
41,seasonality analysis,periodicity,False,B,B,True,False,True,Base,baseline,,waveform_type,periodicity,B,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 79.2, ""period_reconciled"": 79.2, ""seasonal_strength"": 0.999463, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
39,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1557.0, ""period_reconciled"": 1557.0, ""seasonal_strength"": 0.028193, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
48,seasonality analysis,periodicity,False,A,A,True,False,True,Base,baseline,,waveform_type,periodicity,A,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 75.6, ""period_reconciled"": 75.6, ""seasonal_strength"": 0.999169, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
50,seasonality analysis,periodicity,False,C,C,True,False,True,Base,baseline,,waveform_type,periodicity,C,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 40.0, ""period_reconciled"": 40.0, ""seasonal_strength"": 0.99963, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
47,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 179.8, ""period_reconciled"": 179.8, ""seasonal_strength"": 0.973231, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
43,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 2048.0, ""period_reconciled"": 2048.0, ""seasonal_strength"": 0.023553, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
51,seasonality analysis,periodicity,False,A,A,True,False,True,Base,baseline,,waveform_type,periodicity,A,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 66.0, ""period_reconciled"": 66.0, ""seasonal_strength"": 0.998008, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
55,seasonality analysis,periodicity,False,A,B,False,False,False,Base,baseline,,period_value,periodicity,,,False,,,,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 87.2, ""period_reconciled"": 87.2, ""seasonal_strength"": 0.790929}",a multiple choice question,,False,,,,,,False,
40,noise analysis,noise,False,A,A,True,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.155646, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
46,seasonality analysis,periodicity,False,C,D,False,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1643.0, ""period_reconciled"": 1643.0, ""seasonal_strength"": 0.131354, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
38,trend analysis,trend,False,C,C,True,False,True,Base,baseline,,direction,trend,C,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.152562, ""r2"": 0.079063, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
45,trend analysis,trend,False,B,C,False,False,True,Base,baseline,,direction,trend,C,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.029224, ""r2"": 0.035829, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
49,trend analysis,noise,False,B,C,False,False,True,Base,baseline,,autocorr_value,noise,C,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 2e-06, ""kpss_pval"": 0.026879, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
36,trend analysis,trend,False,A,A,True,False,False,Base,baseline,,direction,trend,,,False,,,,[],mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.630578, ""r2"": 0.823696}",a multiple choice question,,False,,,,,,False,
52,seasonality analysis,periodicity,False,B,B,True,False,True,Base,baseline,,waveform_type,periodicity,B,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 385.8, ""period_reconciled"": 385.8, ""seasonal_strength"": 0.962999, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
53,noise analysis,noise,False,C,B,False,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.409641, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
44,noise analysis,noise,False,A,A,True,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.272863, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
37,trend analysis,trend,False,B,B,True,False,True,Base,baseline,,direction,trend,B,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""decreasing"", ""slope"": -0.291498, ""r2"": 0.166935, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
54,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 520.0, ""period_reconciled"": 520.0, ""seasonal_strength"": 0.086291, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
42,trend analysis,trend,False,C,C,True,False,True,Base,baseline,,direction,trend,A,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.035715, ""r2"": 0.008917, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
56,trend analysis,noise,False,B,C,False,False,True,Base,baseline,,autocorr_value,noise,C,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.517487, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
62,seasonality analysis,periodicity,False,A,A,True,False,False,Base,baseline,,period_value,periodicity,,,False,,,,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 250.6, ""period_reconciled"": 250.6, ""seasonal_strength"": 0.985217}",a multiple choice question,,False,,,,,,False,
60,trend analysis,noise,False,B,C,False,False,True,Base,baseline,,autocorr_value,noise,C,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 0.0, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
58,noise analysis,noise,False,D,A,False,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 1e-06, ""kpss_pval"": 0.1, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
57,noise analysis,noise,False,C,B,False,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.176418, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
69,seasonality analysis,periodicity,False,A,A,True,False,False,Base,baseline,,period_value,periodicity,,,False,,,,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 39.2, ""period_reconciled"": 39.0, ""seasonal_strength"": 0.999943}",a multiple choice question,,False,,,,,,False,
61,seasonality analysis,periodicity,False,C,D,False,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 186.8, ""period_reconciled"": 186.8, ""seasonal_strength"": 0.963721, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
65,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,period_value,periodicity,D,high,True,,,spectrogram,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1888.0, ""period_reconciled"": 1888.0, ""seasonal_strength"": 0.0, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
59,trend analysis,trend,False,A,A,True,False,False,Base,baseline,,direction,trend,,,False,,,,[],mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.191189, ""r2"": 0.969794}",a multiple choice question,,False,,,,,,False,
67,noise analysis,noise,False,C,A,False,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.325405, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
72,seasonality analysis,periodicity,False,A,A,True,False,True,Base,baseline,,waveform_type,periodicity,A,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 360.4, ""period_reconciled"": 360.4, ""seasonal_strength"": 0.999995, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
73,noise analysis,noise,False,B,A,False,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.12126, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
64,trend analysis,noise,False,C,C,True,False,True,Base,baseline,,autocorr_value,noise,C,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.176418, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
76,noise analysis,noise,False,A,A,True,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.073668, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
74,seasonality analysis,periodicity,False,C,A,False,False,True,Base,baseline,,waveform_type,periodicity,A,high,True,,,line_plot,"[""fft_unreliable""]",mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 1205.0, ""period_reconciled"": 1205.0, ""seasonal_strength"": 0.078411, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
66,trend analysis,noise,False,A,A,True,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.995438, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
75,seasonality analysis,periodicity,False,D,D,True,False,True,Base,baseline,,waveform_type,periodicity,D,high,True,,,line_plot,[],mcq,,,,,"{""branch"": ""periodicity"", ""dominant_period_fft"": 140.8, ""period_reconciled"": 140.8, ""seasonal_strength"": 0.928474, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
63,trend analysis,noise,False,B,A,False,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.982437, ""kpss_pval"": 0.015042, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
68,noise analysis,noise,False,D,B,False,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": true, ""is_white_noise"": false, ""adf_pval"": 1e-06, ""kpss_pval"": 0.098979, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
77,noise analysis,noise,False,C,B,False,False,True,Base,baseline,,ar_ma_process,noise,B,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.008646, ""kpss_pval"": 0.025121, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
78,noise analysis,noise,False,A,A,True,False,True,Base,baseline,,variance_level,noise,D,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.053158, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
71,trend analysis,trend,False,C,C,True,False,True,Base,baseline,,direction,trend,A,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.067743, ""r2"": 0.040501, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
70,trend analysis,noise,False,B,A,False,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""adf_kpss_disagree"", ""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 2e-06, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
79,trend analysis,trend,False,B,A,False,False,True,Base,baseline,,direction,trend,A,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.112418, ""r2"": 0.106925, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
28,trend analysis,trend,False,C,C,True,False,True,Base,baseline,,direction,trend,C,high,True,,,line_plot,"[""low_r2""]",mcq,,,,,"{""branch"": ""trend"", ""direction"": ""increasing"", ""slope"": 0.191276, ""r2"": 0.055696, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
80,trend analysis,noise,False,C,A,False,False,True,Base,baseline,,autocorr_value,noise,A,high,True,,,spectrogram,"[""arch_effects""]",mcq,,,,,"{""branch"": ""noise"", ""is_stationary"": false, ""is_white_noise"": false, ""adf_pval"": 0.393824, ""kpss_pval"": 0.01, ""vision_confidence"": ""high""}",a multiple choice question,,False,,,,,,False,
